rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,"Fun Rk, adjt"
88,Iowa,B10,14-19,116.10539228238326,20,106.9429227011429,225,0.7201761110322393,88,14,19,4,14,4-14,0.6792671109988361,0.4565517096273758,0.8231228204414909,0.6792671109988361,0.4565517096273758,0.8231228204414909,0.6912444476386123,0.8426322521053252,108.65673899824723,100.21676030552793,108.65673899824723,100.21676030552793,116.73842655595497,110.61263065358692,129.01093151248332,124.93245070227769,0.5913201177876786,12,-0.049346738636646736,1369.0,1495.0,1259.9499999999996,1.086551053613239,1.1865550220246839,0,0.2222222222222222,-5.71054392466021,121,285,71.38541571989514
89,Montana,BSky,26-8,106.72066730687115,123,98.3758383479363,69,0.7183568229042584,89,26,8,16,2,16-2,0.4351671783832196,0.4465915440050938,0.3831273341022557,0.4351671783832196,0.4465915440050938,0.3831273341022557,0.8617238650796005,0.825659915374063,103.65121985774707,105.01114103382416,103.65121985774707,105.01114103382416,108.86736624681336,97.49539517595657,90.28999910545986,84.05182808819151,0.6949407493510598,2,0.05517597867033708,1447.0,1207.0,1273.1000000000001,1.1365957112559892,0.9480794910062053,0,0.8888888888888888,-1.1323702378739926,65,56,69.09395528445891
90,Vanderbilt,SEC,12-20,114.71194886695454,30,105.93060751654926,201,0.7141977077989105,90,12,20,6,12,6-12,0.74789548990727,0.6185261884344582,0.838395400162468,0.74789548990727,0.6185261884344582,0.838395400162468,0.6648971121696597,0.7542085116151396,110.63525251865012,99.02787168243835,110.63525251865012,99.02787168243835,119.00293325389089,107.78787898097238,121.30771191337044,113.47956332436799,0.6829014035949909,13,-0.04497096150744567,1318.0,1393.0,1200.8125,1.0975901733201479,1.1600478842450423,0,0.3333333333333333,-5.948483185091391,125,276,67.0099356899577
91,Temple,Amer,17-16,107.43356206005214,114,99.32990544149627,82,0.7113394517637898,91,17,16,8,10,8-10,0.6780898447999331,0.7080835760313389,0.6443700241981861,0.6780898447999331,0.7080835760313389,0.6443700241981861,0.7115753129503771,0.7088661813009742,108.4695062438548,99.65982981499036,108.4695062438548,99.65982981499036,104.19316696215414,99.32144285640955,123.51449913612934,112.21475016122072,0.7508886133448232,11,0.03186954478332804,1235.0,1265.0,1229.9624999999999,1.004095653322764,1.0284866408528717,0,0.4444444444444444,-3.1823059654049466,89,93,68.39786720919736
92,DePaul,BE,11-20,103.82084525977733,183,96.00141631004384,38,0.7110510122198334,92,11,20,4,14,4-14,0.7026224759085766,0.45648335369314336,0.8588931647481362,0.7026224759085766,0.45648335369314336,0.8588931647481362,0.6646487765188971,0.8449309977589872,111.02926468868861,101.011577789578,111.02926468868861,101.011577789578,104.17472169926239,96.10498264002506,108.0001539736843,102.40798908821286,0.6482671942167365,14,-0.08714629543181457,1272.0,1403.0,1308.5625,0.9720590342455939,1.0721688876152267,0,0.2222222222222222,-6.661830459514578,146,333,71.01354242364656
93,Northern Kentucky,Horz,22-10,106.23152785532515,128,98.32767747656058,68,0.7087099762228366,93,22,10,15,3,15-3,0.3914417735200834,0.4438832538137434,0.33836800879220075,0.3914417735200834,0.4438832538137434,0.33836800879220075,0.8895579484966761,0.8555559660202833,102.18833181447653,105.62091130262982,102.18833181447653,105.62091130262982,106.06216510679876,97.24871307901212,92.21592959809138,83.49142685554246,0.7582250189324726,2,-0.056121202931136094,1371.0,1168.0,1257.475,1.0902801248533769,0.9288455038867572,0,0.8333333333333334,-4.529747689403203,111,299,69.58951059460942
94,SMU,Amer,17-16,107.56371403800156,109,99.75191701955598,87,0.7041349311213464,94,17,16,6,12,6-12,0.5590440918976961,0.4691919153257439,0.6084604926005792,0.5590440918976961,0.4691919153257439,0.6084604926005792,0.7780627800681669,0.8404197656931254,105.27931758941611,102.10035274701539,105.27931758941611,102.10035274701539,105.14532110816725,101.41426433925575,114.96358678997201,105.30866868276311,0.7327806547866577,8,-0.07382139041695623,1164.0,1186.0,1139.6375,1.0213774116769587,1.0406817957464545,0,0.3333333333333333,-6.228559154321505,134,322,65.42147669438437
95,Furman,SC,23-10,108.0654880901433,98,100.75698503464287,102,0.6911065655978237,95,23,10,13,5,13-5,0.393361745240985,0.4247699815387592,0.3672151157885588,0.393361745240985,0.4247699815387592,0.3672151157885588,0.8627001121244453,0.7929984839220177,103.11194345729889,106.25875042715394,103.11194345729889,106.25875042715394,109.16152397529375,100.46894006299712,107.0363728655946,100.01148095386911,0.6858229433073959,3,-0.025937280525566653,1433.0,1220.0,1254.05,1.1426976595829512,0.9728479725688769,0,0.7222222222222222,-3.9526169951815313,99,233,69.71864436974103
96,Georgia St.,SB,24-11,108.78858102441659,88,101.50331387306485,119,0.6893584427967403,96,24,11,12,6,12-6,0.42464374733152666,0.3655305808525515,0.42167279462979523,0.42464374733152666,0.3655305808525515,0.42167279462979523,0.8917742484289075,0.9107871438789908,102.85858756612441,104.84093993220361,102.85858756612441,104.84093993220361,109.38159186323719,105.92096937256589,117.56257399891888,105.69174188834383,0.7727852703870917,1,-0.02964404458089076,1387.0,1281.0,1246.3625,1.1128383596265132,1.0277908714358786,0,0.6666666666666666,-5.105442682604701,115,243,67.68857885027163
97,Washington,P12,21-13,105.9036801347076,137,98.84017103954287,75,0.6886461992597235,97,21,13,10,8,10-8,0.6279627240994309,0.5361343742194571,0.670651431892113,0.6279627240994309,0.5361343742194571,0.670651431892113,0.7762298793919059,0.8145319274085566,108.13686606997258,102.31514064538867,108.13686606997258,102.31514064538867,103.82384447355663,96.42393767616271,124.50124399532967,116.8571219609051,0.6745160983123467,7,0.07855235801435034,1264.0,1267.0,1258.1875,1.0046197406984254,1.0070041229943867,0,0.5555555555555556,-2.5284392144643655,79,27,70.8409733241597
98,Tulsa,Amer,19-12,108.5116728453773,91,101.41229782968799,114,0.6852767195258276,98,19,12,12,6,12-6,0.5340327995459343,0.4912274622187815,0.5620230483111024,0.5340327995459343,0.4912274622187815,0.5620230483111024,0.8105976007209003,0.8380797817049858,105.67556926749583,103.46324514943868,105.67556926749583,103.46324514943868,108.87956986838616,100.36645073659382,114.25150791102564,105.19818141710945,0.7209937870824632,5,-0.0007892378733110883,1302.0,1250.0,1220.125,1.067103780350374,1.024485196188915,0,0.6666666666666666,-4.042822864950274,100,168,68.75362211038353
99,Stephen F. Austin,Slnd,28-7,103.78073730043721,184,97.07276829642024,50,0.6831799101558802,99,28,7,14,4,14-4,0.3196607746556583,0.3279581770524628,0.2646870334138435,0.3196607746556583,0.3279581770524628,0.2646870334138435,0.9019207141575035,0.8622790978455827,100.53418178307531,106.67161044202793,100.53418178307531,106.67161044202793,102.12758520606829,98.47947344348921,114.0176448211085,100.41745188494933,0.8116393779996922,3,0.025372527141030665,1442.0,1239.0,1331.1999999999998,1.0832331730769231,0.9307391826923078,0,0.7777777777777778,-1.8386196712485416,76,105,72.05165820019104
100,Utah Valley,WAC,23-11,109.01402536944968,85,102.04118694572806,128,0.6813863536999636,100,23,11,10,4,10-4,0.43039626747478027,0.42638138337240744,0.40481466322067966,0.43039626747478027,0.42638138337240744,0.40481466322067966,0.8669077294854415,0.8448607428754797,102.20830353869924,103.08554336680079,102.20830353869924,103.08554336680079,108.43368801221268,97.8738638645586,105.08296276036081,107.40350372426781,0.4375305185979703,3,-0.018850491608873532,1057.0,871.0,949.4875,1.1132321383904475,0.9173369844258087,0,0.7142857142857143,-4.121079675563575,102,218,69.21132008271181
101,New Mexico,MWC,19-15,113.20864115877565,46,106.11834712475078,205,0.6778244532051265,101,19,15,12,6,12-6,0.5568779269382443,0.5069637950589352,0.5742875054736173,0.5568779269382443,0.5069637950589352,0.5742875054736173,0.8157730307978305,0.8260763050036908,105.43286012381387,102.10864993002366,105.43286012381387,102.10864993002366,116.4266312610996,107.213286436384,99.56159342025536,101.90822773163528,0.4334211725237609,6,-0.02610741431014796,1507.0,1418.0,1308.625,1.151590409781259,1.0835800936097049,0,0.6666666666666666,-6.156071885980141,131,234,72.18516577741073
102,Bucknell,Pat,25-10,108.01168771007607,99,101.32099699958317,113,0.6759839802303076,102,25,10,16,2,16-2,0.42034571850457925,0.6162251414980726,0.28184745962416424,0.42034571850457925,0.6162251414980726,0.28184745962416424,0.8614179004937859,0.7489031583125685,102.92309974074426,105.67896282778524,102.92309974074426,105.67896282778524,102.88931681680984,96.82083248489575,114.41927917179136,105.30745943667647,0.7219854073982191,4,0.02330823536797988,1438.0,1196.0,1320.95,1.0886104697376888,0.9054089859570763,0,0.8888888888888888,-3.04239503542014,85,114,72.86141404801471
103,Vermont,AE,27-8,110.67293175503497,64,103.8217172410202,166,0.6758790476905115,103,27,8,15,1,15-1,0.42922233467670484,0.5381415206468763,0.32989084576222716,0.42922233467670484,0.5381415206468763,0.32989084576222716,0.8655602151387098,0.7949347263939918,102.07830549548162,104.30042336409963,102.07830549548162,104.30042336409963,111.06670887537203,101.85875216392301,111.60212831039367,108.73756605180859,0.5742058915789521,3,0.08952576868993412,1178.0,962.0,1016.1125,1.1593204492612776,0.9467455621301776,0,0.9375,-0.9255793923780591,61,18,65.22546881652352
104,Northern Colorado,BSky,26-12,106.71302748912467,124,100.18140108884552,93,0.6740033457067464,104,26,12,11,7,11-7,0.43130940220828956,0.4116125177565016,0.437509899067944,0.43130940220828956,0.4116125177565016,0.437509899067944,0.8885888945941874,0.8782506345395213,103.82629695723587,105.29708601835797,103.82629695723587,105.29708601835797,106.75078414438075,103.4070278923231,0,0,0,0,-0.010769770364129627,1469.0,1372.0,1339.6125,1.0965857664063303,1.024176767535388,0,0.6111111111111112,-6.233401837941688,135,195,73.0853424109443
105,Northern Iowa,MVC,16-16,103.64532684492917,186,97.33316119439544,54,0.673179865130816,105,16,16,7,11,7-11,0.5742346802920564,0.5240102776640964,0.5930851147862867,0.5742346802920564,0.5240102776640964,0.5930851147862867,0.7984629740481587,0.7596050289320525,106.31481274478733,101.2677375925658,106.31481274478733,101.2677375925658,103.71873676512568,101.16308195497295,119.35239835902735,113.29986183482056,0.6453104778439082,5,-0.0647502749364931,1124.0,1160.0,1128.65,0.9958800336685419,1.0277765472024099,0,0.3888888888888889,-7.085587470259458,154,313,63.748768806371544
106,Oregon St.,P12,16-16,107.3733118696194,115,100.9099086514413,106,0.6712757231019196,106,16,16,7,11,7-11,0.5879916423440763,0.3675700769575931,0.7152200445564112,0.5879916423440763,0.3675700769575931,0.7152200445564112,0.8061226769597148,0.9315992146280764,106.90476692162152,103.05429821598304,106.90476692162152,103.05429821598304,109.57418843703684,99.89148080605766,98.79668501374731,93.83586262874009,0.6439258964276501,5,-0.06214674541142129,1309.0,1282.0,1222.0625,1.0711399785199203,1.0490461821715338,0,0.3888888888888889,-7.284169029592962,158,307,66.77694738519774
107,Northeastern,CAA,23-10,106.14825768035833,131,99.77452840754393,88,0.6708703766521042,107,23,10,14,4,14-4,0.45839492302629525,0.5480406842813729,0.4061183297772304,0.45839492302629525,0.5480406842813729,0.4061183297772304,0.8770902441390493,0.8093389551903657,105.61642355119852,106.44663224294528,105.61642355119852,106.44663224294528,107.22998046805834,101.09581294105452,83.95816530849173,105.04249284435427,0.07066409398812573,1,0.020379501575023107,1387.0,1264.0,1240.7375000000002,1.117883516859932,1.0187489295680994,0,0.7777777777777778,-4.043336394218082,101,121,68.03096725948959
108,Minnesota,B10,15-17,108.28406194588536,96,101.7919788164002,123,0.6706235664789264,108,15,17,4,14,4-14,0.6561382503940789,0.4475452025007176,0.8105176012697279,0.6561382503940789,0.4475452025007176,0.8105176012697279,0.709307955828549,0.8530485583422934,108.61655906569223,101.07835163406337,108.61655906569223,101.07835163406337,106.80971422695181,102.63504804300874,111.16070610548029,105.27345590085615,0.6515319705414737,10,-0.0017922796850911582,1251.0,1423.0,1265.875,0.9882492347190679,1.1241236299002666,0,0.2222222222222222,-4.9504453862102835,114,171,71.21780347601603
109,Mississippi,SEC,12-20,110.41800825201148,70,103.87642988694938,167,0.6687017308591789,109,12,20,5,13,5-13,0.7230008356169427,0.5631982981197337,0.8364160134516343,0.7230008356169427,0.5631982981197337,0.8364160134516343,0.6926034922984513,0.8192415363638006,109.48065368042143,99.17274788276391,109.48065368042143,99.17274788276391,109.46958901530343,102.86016008774168,115.09870459388921,109.04669094760224,0.6504823269374409,12,-0.04191788825918452,1280.0,1411.0,1266.25,1.0108588351431391,1.11431391905232,0,0.2777777777777778,-6.9912823727856,153,270,71.04896973753749
110,East Tennessee St.,SC,25-9,103.52406394799303,188,97.5239290544024,57,0.665215187819299,110,25,9,14,4,14-4,0.3973380778235732,0.4036047183860771,0.37004603459523316,0.3973380778235732,0.4036047183860771,0.37004603459523316,0.8751377940636419,0.8364189985847853,103.23043680430929,106.83388939697468,103.23043680430929,106.83388939697468,105.30304673549067,98.00690871487585,103.85525077096077,88.79069950139424,0.8584209418263404,2,0.028980507623549756,1370.0,1184.0,1240.9374999999998,1.1040040292117856,0.9541173507932512,0,0.7777777777777778,-3.058532219821221,86,96,68.85183659425861
111,Penn,Ivy,24-9,103.56380165957765,187,97.59113676330583,58,0.6644332759649353,111,24,9,12,2,12-2,0.41530704510532584,0.41137255725647115,0.380765487647713,0.41530704510532584,0.41137255725647115,0.380765487647713,0.8831238155115056,0.8747855509832464,103.8262483033795,106.4075506858052,103.8262483033795,106.4075506858052,104.68816744649364,99.92158361979602,98.79755525034464,93.27665973663667,0.6595487377864312,2,0.01863345951556794,1068.0,967.0,987.5625,1.0814505411049933,0.9791785330042403,0,0.8571428571428571,-3.3293152327215294,90,126,70.1021246461986
112,UNLV,MWC,20-13,110.40885744320896,71,104.06954401981037,170,0.6637401299742144,112,20,13,8,10,8-10,0.547372216025333,0.4529735037249979,0.6158823275542458,0.547372216025333,0.4529735037249979,0.6158823275542458,0.8253202131495938,0.8767428944996856,105.70922410099138,103.96576270025307,105.70922410099138,103.96576270025307,109.11941815632548,107.36005982279029,113.01742068977005,107.21514016857311,0.6470510482476787,3,0.01830715948691497,1397.0,1449.0,1312.0,1.0647865853658536,1.1044207317073171,0,0.4444444444444444,-4.831644207404754,112,128,73.82815860929114
113,Marshall,CUSA,25-11,108.75785316224551,89,102.53136284343492,141,0.6632886479198198,113,25,11,12,6,12-6,0.5001493321731671,0.3587844841505724,0.5443312507756923,0.5001493321731671,0.3587844841505724,0.5443312507756923,0.8231197983541673,0.8694430804370883,105.4441597096153,104.40021880315149,105.4441597096153,104.40021880315149,106.28623374506323,100.98472582406923,108.77354411170366,95.91142517865752,0.8095663476656915,6,0.08253128803155096,1458.0,1383.0,1374.3375000000003,1.0608747851237412,1.0063030369177874,0,0.6666666666666666,-2.54730390852703,80,22,75.91385933899426
114,Colorado,P12,17-15,104.80618282439985,157,98.97744211195977,76,0.6588197840840164,114,17,15,8,10,8-10,0.6607645592381564,0.5455685304577503,0.7186650210273782,0.6607645592381564,0.5455685304577503,0.7186650210273782,0.761549120094474,0.8443784535638218,109.84778965795681,102.49117406991346,109.84778965795681,102.49117406991346,103.64252018083143,97.83459846897749,102.45851091746283,97.47729133963371,0.639488041044179,7,0.050171856606480214,1221.0,1290.0,1230.8374999999996,0.9920074745853944,1.04806686504108,0,0.4444444444444444,-4.518795319785783,110,62,69.19212282126747
115,Grand Canyon,WAC,22-12,101.93615841428641,212,96.54099550246059,44,0.651436213705332,115,22,12,9,5,9-5,0.3819084886806687,0.31759733225394554,0.4090197977710468,0.3819084886806687,0.31759733225394554,0.4090197977710468,0.881804699567523,0.8837939674302111,100.03517957270641,105.44617425655349,100.03517957270641,105.44617425655349,102.17543927248278,97.17166699180214,100.71872283295549,91.7342392089488,0.7454544423465934,3,-0.06463842317523671,1038.0,929.0,996.4374999999999,1.0417110957787117,0.9323213949695792,0,0.6428571428571429,-5.380630176442876,118,312,69.90107220969773
116,UAB,CUSA,20-13,107.97695073394854,101,102.52077463727872,140,0.6448097543340265,116,20,13,10,8,10-8,0.464351785822176,0.3381977509178442,0.5446926678656565,0.464351785822176,0.3381977509178442,0.5446926678656565,0.8526089486193418,0.8893293781761321,104.10485434837221,104.75605047440176,104.10485434837221,104.75605047440176,106.00069839067042,100.1648469530805,106.70129187558032,104.74304380834957,0.5530535003322131,4,-0.031590328008629154,1322.0,1254.0,1252.4625,1.055520624369991,1.0012275816641216,0,0.5555555555555556,-6.134416470572934,128,249,68.8229895781674
117,Georgia Tech,ACC,13-19,103.4432098108174,190,98.44996796427694,70,0.6385218450143193,117,13,19,6,12,6-12,0.6668327934867195,0.43932110897527044,0.8270890786177401,0.6668327934867195,0.43932110897527044,0.8270890786177401,0.7040939997301117,0.8661151255290098,108.22716104272675,100.19932810069962,108.22716104272675,100.19932810069962,104.80131043389491,96.17999148974245,119.32546392885398,112.1802564799626,0.6704230381105281,11,-0.027568780323532438,1144.0,1247.0,1190.2,0.9611829944547134,1.0477230717526467,0,0.3333333333333333,-6.652628321908759,144,237,66.96737485121399
118,San Diego,WCC,20-14,104.06334619146064,177,99.266128806613,81,0.6324512274271736,118,20,14,9,9,9-9,0.4878765259979147,0.42712964224800487,0.5242090732942263,0.4878765259979147,0.42712964224800487,0.5242090732942263,0.8415809530649598,0.859282529585073,104.32150615495982,103.88352248748453,104.32150615495982,103.88352248748453,103.17803199329855,99.97166476388925,110.79358005610604,95.01341266957152,0.8540821732062426,4,-0.02134485625877125,1217.0,1224.0,1188.0375,1.0243784392327684,1.0302705091379691,0,0.5,-5.750871743194838,122,223,67.95908400006475
119,Saint Joseph's,A10,16-16,104.54365111427572,167,99.89033037811217,89,0.627992875986917,119,16,16,10,8,10-8,0.5424408759053965,0.5672707122388625,0.5203671608020033,0.5424408759053965,0.5672707122388625,0.5203671608020033,0.8268082608046977,0.7994715569755613,105.34348020903953,103.18817356758026,105.34348020903953,103.18817356758026,103.54420299944115,98.495992907619,118.13218324049335,110.79302346340553,0.6764739828130588,3,-0.05845875153656199,1341.0,1265.0,1288.525,1.0407248598203371,0.9817426902854037,0,0.5555555555555556,-8.126764573099647,173,305,71.58395691888457
120,Missouri St.,MVC,18-15,108.34448433066731,94,103.5569378784576,161,0.6270854943395492,120,18,15,7,11,7-11,0.5177165895814686,0.4055418152068304,0.5981110086651245,0.5177165895814686,0.4055418152068304,0.5981110086651245,0.8562317238673882,0.8918147347348054,103.29722617371894,101.89661260800743,103.29722617371894,101.89661260800743,106.45885972598343,104.01893431526896,121.69164148757993,109.98878184025853,0.7618388125914494,2,-0.046542778751138436,1208.0,1233.0,1186.2375000000002,1.0183458202931537,1.0394208579647835,0,0.3888888888888889,-7.990127489983177,170,280,66.74514082888119
121,Toledo,MAC,23-11,113.16435859370014,48,108.25736656205353,262,0.6247580035089044,121,23,11,13,5,13-5,0.4618724297360879,0.4449107512872526,0.45184730073158463,0.4618724297360879,0.4449107512872526,0.45184730073158463,0.8656826361692084,0.8383652878655199,103.83183114243272,104.51451603567516,103.83183114243272,104.51451603567516,116.33007460985326,108.18282330022005,99.78446653098035,108.06243616172195,0.28566924416762535,2,0.042183084310949415,1469.0,1337.0,1247.35,1.1776967170401251,1.0718723694231773,0,0.7222222222222222,-4.480291965672519,108,79,69.48588486736475
122,UCF,Amer,19-13,97.44965638698585,294,93.50857888737661,9,0.6165076887982265,122,19,13,9,9,9-9,0.574960241195601,0.5031257000239372,0.625263776941895,0.574960241195601,0.5031257000239372,0.625263776941895,0.7774589891701258,0.8171697406786326,106.68246240820757,102.84513978320778,106.68246240820757,102.84513978320778,96.49904482051826,92.22614791042363,104.5103478983029,103.67670692944479,0.5230085188979545,8,0.0804888911225271,1074.0,1087.0,1136.5749999999998,0.9449442403712911,0.9563821129269957,0,0.5,-3.368130520291381,91,25,65.80800170809862
123,Bradley,MVC,20-13,103.86655387399497,182,99.7022897037191,85,0.6155163899683482,123,20,13,9,9,9-9,0.5228473027267675,0.3900995860718441,0.5993693625299912,0.5228473027267675,0.3900995860718441,0.5993693625299912,0.8453731071250816,0.8866251301122088,104.17301084024548,102.64214529307611,104.17301084024548,102.64214529307611,106.59196571949249,102.3650908619739,95.35353535998176,104.83529964896188,0.2515824923649285,3,0.033496449231332215,1208.0,1221.0,1182.5875,1.0214888961704736,1.0324817402517783,0,0.5,-5.570115955886163,120,92,66.99619966856525
124,Eastern Washington,BSky,20-15,107.43634752577472,113,103.31145012136258,157,0.6106936656119271,124,20,15,13,5,13-5,0.46733639167519536,0.5247168139118801,0.40388815164754394,0.46733639167519536,0.5247168139118801,0.40388815164754394,0.8566184516463783,0.793681786399274,104.3699186745394,104.80454006453989,104.3699186745394,104.80454006453989,109.0645520399585,103.07703339835899,94.61476942460716,107.2483692213736,0.1913381938678693,1,-0.02407201240503809,1356.0,1245.0,1216.7500000000002,1.1144442161495787,1.0232175878364493,0,0.7222222222222222,-7.113161407673313,155,227,67.9309783999297
125,UC Santa Barbara,BW,23-9,110.20082002627464,74,106.20783807152488,211,0.6045413667832907,125,23,9,11,5,11-5,0.39114691550217007,0.4201659082471908,0.37164237114769477,0.39114691550217007,0.4201659082471908,0.37164237114769477,0.8919999118068933,0.8552599740167389,101.21748060622568,104.77567271216452,101.21748060622568,104.77567271216452,110.67835689943527,108.33415866377821,117.80384338353264,122.64506601900479,0.3862395543253768,2,0.04565927488092281,1188.0,1098.0,1066.3625,1.114067683362834,1.029668616441407,0,0.6875,-3.931396599619158,98,67,67.90205688531401
126,Wyoming,MWC,20-13,104.60500275198997,165,101.18573235628224,110,0.5944003710033308,126,20,13,10,8,10-8,0.5753656627641778,0.5335143533008265,0.6200324723990049,0.5753656627641778,0.5335143533008265,0.6200324723990049,0.7985022821759367,0.8153405269329072,106.88819930750124,102.65291502286927,106.88819930750124,102.65291502286927,105.12778170559257,100.90080066053946,109.1678415177631,110.84240272178724,0.4563456849488891,4,0.10500364416127939,1479.0,1472.0,1421.0874999999999,1.0407522408014989,1.0358264357402343,0,0.5555555555555556,-3.7751899409548653,95,6,74.50042629847772
127,Rutgers,B10,15-19,98.0567214286653,283,95.03538089750592,22,0.5890195572459179,127,15,19,3,15,3-15,0.6116109260428845,0.26673798016199013,0.8299827120043035,0.6116109260428845,0.26673798016199013,0.8299827120043035,0.7170777106119092,0.940856274707786,108.35644130743584,101.38999699467543,108.35644130743584,101.38999699467543,94.20407438076639,95.78954513443394,107.8573187128284,105.18927499385748,0.5715188376009694,12,-0.017092939147740627,1042.0,1257.0,1192.1375,0.8740602489226285,1.0544085728366064,0,0.16666666666666666,-6.791864680235543,148,214,67.19633667687663
128,UT Arlington,SB,21-13,104.67697966837036,162,101.46583784716921,117,0.5886303357376713,128,21,13,10,8,10-8,0.46894411665831937,0.4415246901823551,0.4632781236978687,0.46894411665831937,0.4415246901823551,0.4632781236978687,0.8602094996921535,0.836398400153377,103.92921689004469,104.39046297099489,103.92921689004469,104.39046297099489,103.62427355460862,103.27808092314137,109.46876056112973,98.65538188170439,0.7678256251431345,2,0.02171864689924108,1403.0,1383.0,1350.4875000000002,1.0388841066651855,1.0240746397134366,0,0.5555555555555556,-6.151341859085575,130,117,73.94652801229948
129,Harvard,Ivy,18-14,100.75344307276502,240,97.77702137975365,61,0.5853676712906616,129,18,14,12,2,12-2,0.4753274071023672,0.519890183789813,0.39182717381187926,0.4753274071023672,0.519890183789813,0.39182717381187926,0.8508132122308377,0.820004337672747,105.07078927676875,105.10730680292421,105.07078927676875,105.10730680292421,104.1385686631049,96.68278897344513,96.78420781845045,97.91519038953959,0.46664824614765965,3,-0.009351192566542044,1020.0,920.0,953.0999999999999,1.0701920050361977,0.9652712202287274,0,0.8571428571428571,-6.818293816136871,150,189,66.84901766203944
130,La Salle,A10,13-19,104.6309342947695,164,101.55553615399515,120,0.5849396148971824,130,13,19,7,11,7-11,0.5488288848765398,0.5715061566137447,0.5398470359204253,0.5488288848765398,0.5715061566137447,0.5398470359204253,0.8231442562706658,0.786227926655288,105.70167821307906,102.9766984428802,105.70167821307906,102.9766984428802,105.16944895412367,101.96610897830719,94.52451151911713,91.63302716360158,0.5883806996482692,4,-0.1192115005952995,1349.0,1360.0,1307.075,1.0320754356100452,1.0404911730390376,0,0.3888888888888889,-11.085228983668081,227,345,70.10418493624739
131,VCU,A10,18-15,105.52953495624,141,102.65124075766,143,0.5788408565977855,131,18,15,9,9,9-9,0.5419353655415526,0.5566221137643065,0.5171360561815317,0.5419353655415526,0.5566221137643065,0.5171360561815317,0.827134448531537,0.7740865457881309,105.44845843231747,103.27010561602707,105.44845843231747,103.27010561602707,103.58895273070242,104.37289380785148,138.98647886485102,129.88853626701507,0.6853674837162734,4,0.016556367934443483,1351.0,1358.0,1299.675,1.0394906418912422,1.0448766037663262,0,0.5,-6.948780318375713,152,130,71.98988738583743
132,North Texas,CUSA,20-18,105.46673957243881,142,102.76328780416492,148,0.5741065785715909,132,20,18,8,10,8-10,0.47673061738170885,0.44253989733460936,0.4762248950203845,0.47673061738170885,0.44253989733460936,0.4762248950203845,0.8525290809263844,0.820438429255452,103.23715149866626,103.0619301285554,103.23715149866626,103.0619301285554,102.85100580708566,104.95405106500638,110.41023806033968,111.17045888847927,0.480282488172627,3,-0.049936664074385906,1267.0,1273.0,1237.8125000000002,1.02357990406463,1.028427164857359,0,0.4444444444444444,-10.232604926788856,207,287,68.53557395728606
133,Florida Gulf Coast,ASun,23-12,105.7676133413525,138,103.18181945124991,154,0.5706845023212989,133,23,12,12,2,12-2,0.3497452410294141,0.4081835214941609,0.26113674953782634,0.3497452410294141,0.4081835214941609,0.26113674953782634,0.8926633028657156,0.8567602678094159,102.75360727772349,107.76916376836499,102.75360727772349,107.76916376836499,102.98074967517302,96.28045842674547,99.31986075378302,100.26203806827469,0.47288209150582117,4,-0.03464787462761676,1153.0,958.0,1037.4875,1.1113386908276004,0.9233846190917964,0,0.8571428571428571,-6.427990425026566,137,251,72.2040919005051
134,UC Davis,BW,22-11,103.24147941615564,193,100.77351534938877,103,0.5691156579690402,134,22,11,12,4,12-4,0.4381917392957559,0.49200466558447153,0.3759678419787819,0.4381917392957559,0.49200466558447153,0.3759678419787819,0.8713291459539683,0.8346244819059966,102.75416557818153,104.19184996517704,102.75416557818153,104.19184996517704,104.0555109065972,103.46477373198717,106.89544620288783,101.72892641471985,0.6386950012087746,2,0.06690903441776774,1210.0,1129.0,1138.7749999999999,1.0625452789181358,0.9914162147922111,0,0.75,-4.4165416296156295,107,40,67.45093635704382
135,College of Charleston,CAA,26-8,106.79641910296553,121,104.26723603713549,173,0.5684728158582403,135,26,8,14,4,14-4,0.39238620064846536,0.292737814363777,0.41725758716901984,0.39238620064846536,0.292737814363777,0.41725758716901984,0.8905816076321385,0.8896100077744609,104.43085112415365,107.87535257872861,104.43085112415365,107.87535257872861,111.68294539362311,109.12910366895913,94.73979385737334,92.49707751378538,0.568444197950782,3,0.11449277279073722,1412.0,1305.0,1197.8374999999999,1.1787909461842696,1.0894633036618073,0,0.7777777777777778,-2.1346240310234177,77,3,65.96454751557806
136,Evansville,MVC,17-15,97.648319711944,289,95.37101111146472,29,0.5674303166063005,136,17,15,7,11,7-11,0.5176765398063395,0.3853733661232696,0.6045897582816437,0.5176765398063395,0.3853733661232696,0.6045897582816437,0.8383400593597873,0.861253710661606,105.18120711866423,102.82802312671832,105.18120711866423,102.82802312671832,97.88304938235473,93.85343315163733,90.91906881061405,108.51790318407805,0.11558990900234876,2,-0.009404531078804013,1137.0,1138.0,1196.6750000000002,0.9501326592433199,0.950968308020139,0,0.3888888888888889,-7.668686873066235,163,190,66.74921834141931
