Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
220,Frank Kaminsky\kaminfr01,C,26,PHO,9,0,219,25,73,.342,5,32,.156,20,41,.488,.377,27,38,.711,6,45,51,21,1,4,15,21,82
221,Enes Kanter\kanteen01,C,27,BOS,2,1,31,6,9,.667,0,1,.000,6,8,.750,.667,2,7,.286,4,5,9,2,0,0,0,3,14
222,Luke Kennard\kennalu01,SG,23,DET,11,8,366,66,145,.455,32,75,.427,34,70,.486,.566,41,46,.891,4,40,44,45,3,0,18,23,205
223,Stanton Kidd\kiddst01,SF,27,UTA,4,0,15,0,3,.000,0,1,.000,0,2,.000,.000,0,0,,0,3,3,1,0,0,2,3,0
224,Michael Kidd-Gilchrist\kiddgmi01,SF,26,CHO,1,0,10,2,7,.286,1,1,1.000,1,6,.167,.357,0,0,,1,3,4,0,0,0,1,1,5
225,Maxi Kleber\klebima01,PF,28,DAL,9,4,248,31,68,.456,17,42,.405,14,26,.538,.581,13,15,.867,15,44,59,11,2,10,7,22,92
226,Brandon Knight\knighbr03,PG,28,CLE,3,0,38,5,15,.333,5,13,.385,0,2,.000,.500,1,2,.500,0,3,3,7,1,0,3,6,16
227,Kevin Knox\knoxke01,SF,20,NYK,10,0,228,33,79,.418,18,41,.439,15,38,.395,.532,19,28,.679,7,27,34,13,8,3,8,19,103
228,John Konchar\konchjo01,SG,23,MEM,1,0,7,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
229,Furkan Korkmaz\korkmfu01,SG,22,PHI,9,1,191,30,63,.476,19,42,.452,11,21,.524,.627,9,12,.750,1,20,21,8,1,4,7,15,88
230,Luke Kornet\kornelu01,C,24,CHI,10,0,116,15,43,.349,5,23,.217,10,20,.500,.407,5,5,1.000,5,14,19,6,1,7,3,10,40
231,Kyle Korver\korveky01,SG,38,MIL,8,0,127,20,44,.455,17,35,.486,3,9,.333,.648,3,5,.600,4,10,14,1,2,1,7,9,60
232,Rodions Kurucs\kurucro01,SF,21,BRK,8,0,92,7,18,.389,3,4,.750,4,14,.286,.472,2,6,.333,5,15,20,1,4,0,11,15,19
233,Kyle Kuzma\kuzmaky01,PF,24,LAL,5,0,105,21,53,.396,6,30,.200,15,23,.652,.453,3,5,.600,2,18,20,2,0,1,8,8,51
234,Skal Labissière\labissk01,PF,23,POR,10,0,140,23,42,.548,0,1,.000,23,41,.561,.548,9,14,.643,21,17,38,8,1,9,11,29,55
235,Jeremy Lamb\lambje01,SG,27,IND,5,5,165,31,68,.456,6,21,.286,25,47,.532,.500,17,20,.850,5,27,32,11,7,4,6,14,85
236,Romeo Langford\langfro01,SG,20,BOS,1,0,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
237,Zach LaVine\lavinza01,SG,24,CHI,10,10,322,72,169,.426,23,64,.359,49,105,.467,.494,28,37,.757,13,31,44,41,13,6,34,26,195
238,Jake Layman\laymaja01,PF,25,MIN,10,0,262,40,96,.417,15,42,.357,25,54,.463,.495,5,7,.714,9,19,28,7,9,8,14,22,100
239,T.J. Leaf\leaftj01,PF,22,IND,8,1,97,13,36,.361,2,6,.333,11,30,.367,.389,2,2,1.000,13,20,33,4,3,2,5,13,30
240,Courtney Lee\leeco01,SG,34,DAL,3,3,26,4,9,.444,0,3,.000,4,6,.667,.444,0,0,,0,1,1,0,0,0,0,2,8
241,Damion Lee\leeda03,SG,27,GSW,11,0,241,35,91,.385,12,35,.343,23,56,.411,.451,28,33,.848,9,34,43,20,8,0,13,18,110
242,Alex Len\lenal01,C,26,ATL,9,9,156,14,42,.333,2,17,.118,12,25,.480,.357,6,9,.667,10,30,40,8,3,14,8,20,36
243,Kawhi Leonard\leonaka01,SF,28,LAC,8,8,251,75,169,.444,11,40,.275,64,129,.496,.476,54,62,.871,12,56,68,47,18,8,33,21,215
244,Meyers Leonard\leoname01,C,27,MIA,9,9,177,27,45,.600,11,17,.647,16,28,.571,.722,4,6,.667,3,32,35,7,5,6,8,26,69
245,Caris LeVert\leverca01,SG,25,BRK,9,9,284,59,140,.421,13,36,.361,46,104,.442,.468,20,31,.645,10,35,45,36,6,1,31,20,151
246,Damian Lillard\lillada01,PG,29,POR,10,10,386,110,223,.493,40,102,.392,70,121,.579,.583,70,77,.909,5,47,52,68,13,5,27,21,330
247,Nassir Little\littlna01,SF,19,POR,3,0,27,3,9,.333,0,1,.000,3,8,.375,.333,2,2,1.000,1,4,5,0,1,1,0,4,8
248,Kevon Looney\looneke01,C,23,GSW,1,1,10,1,4,.250,1,1,1.000,0,3,.000,.375,0,0,,5,4,9,1,0,0,1,3,3
249,Brook Lopez\lopezbr01,C,31,MIL,10,10,273,34,88,.386,16,54,.296,18,34,.529,.477,19,21,.905,5,38,43,16,6,22,12,27,103
250,Robin Lopez\lopezro01,C,31,MIL,10,0,145,15,35,.429,3,16,.188,12,19,.632,.471,5,11,.455,4,17,21,6,2,5,10,16,38
251,Kevin Love\loveke01,PF,31,CLE,9,9,296,50,104,.481,18,52,.346,32,52,.615,.567,47,54,.870,10,111,121,33,7,5,29,17,165
252,Kyle Lowry\lowryky01,PG,33,TOR,8,8,289,54,113,.478,29,68,.426,25,45,.556,.606,37,42,.881,2,32,34,52,9,3,27,23,174
